HolderAddress,Balance
0x1fad0f8f9121d70bcb5ea5e15c9a31edfcae9c8d,10000000
0x1fbdaf23f11db7dafe152326046b3b9f084d8013,10000000
0x1fc8c534f5f8236c5e51ec118008f4634ca8c447,10000000
0x1fe7575c7b3954872282488bd6305e3445da22c9,10000000
0x1ffb88cd29f46b38f44b957ab065e43ece508451,10000000
0x2049eb3fd7f2c73b85f53822b066ddf9a8181f8e,10000000
0x20d347481190335bba819d749c5c14d34e76d589,10000000
0x21056ba4de409880101df6053397bb0d287b31e5,100000000
0x213e11a5ddbabd9df35735913c571e42a92cb0a8,10000000
0x21483ee0cc6f18301cc5fc6a2927523ea2afadcf,10000000
0x21724584c0e2bd499c0dd273d616cf27afe9b3d0,100000000
0x219e294350e5d636d769bfc7f55c147e0a8de7d6,0.357379477856742
0x2236253c96c3331b647f0ecefd4ecd4f9c7fbe82,30302616219.9579
0x2275644c8e9b647e3dbb47b29896c6861520bb0b,10000000
0x22afa556f758436a14c5ba893d6b021cee73491b,10000000
0x22f0a5f5bd0cd7b72c7963ae55d2289d9507fe90,10000000
0x23c9bb2a7564e78aebe75f2fa1557f510e285c74,10000000
0x2410fc8bd069edf114a2638766450541e8a0715b,4048330400.62691
0x246c2d9316603fa15b6d2ba9dd4302d6f261211a,10000000
0x2478235336956e9522052f358e16fa9b3d94f1e7,10000000
0x24e0d445130fa13d7f36dc5af146d5736f488245,10000000
0x24f627880855f67800aadf2c8ab6e0a83a95e26e,20235151578.4288
0x25421d12ee2d807c72b786e46ce4ce1d9463e293,10000000
0x25464b8b6c354dab3d05b5152eba879667d5a8cf,10000000
0x2659be3af46fb6c228d847654c3c519a58e94296,20000009.4101324
0x26c9bda2eef8a5b344fdfd96c346c3094e293bb3,100000000
0x2707c7cf37bc61c934758232ddecc69b31730ebb,10000000
0x2733ee3c7cfe08ee9a228830e322e7830d4603b5,36.4091768997541
0x27849afb8ed20a82865b67aec38bd9ec8a94345a,10000000
0x2787d30c13f969aa63782489b58851115a0058d2,100000000
0x27cac1bb3e90c168542fb877142952a645ca4ac0,10000000
0x27cf942d8377d4c4aa812110a6f07065d6220a34,10000000
0x280370747b1d7713ecc586eacb0b599b250f5dab,10000000
0x28118958add73d65d3919d68884fc6e6eabd6e7d,10000000
0x2813bb0089d19f3f8d31a5e14578bcaa3d75df6b,10000000
0x282897c6f7fce19118b4ed477443b328fd6fa9a2,10000000
0x28aec448308f568f83a1751792c8b45559893aa0,10000003.5971532
0x28e7690d8e82ef71652f4ac842978c75f679f66c,100000000
0x28f1027a5bbfe932b53b1aac5b91a10b4ed93dd3,100000000
0x28fe5e4a057670a681f96fc89e8afa11511c8b60,10000003.5971532
0x2911871f59ddc831c5cc79e2376a982438359b8f,10000003.5971532
0x296c2df9ce415d54e33dcfe55f872ffa3c8ca721,100000000
0x299756a4b48588024c6be7fe05d04308a588bc58,100000000
0x29b9e3028044e3302538a9880b83ba608555ad73,10000003.5971532
0x29e168ab7efef304eedfaf3bcf2a78f92223c023,110031336.051663
0x29e8c49c01aef2fe32d0e31a7587f11756cf75d9,10000003.5971532
0x2a10e5c8dfbe4f08888db04a087be5e8295fc93e,10000003.5971532
0x2a46932d9c25af519d8834838edac506e59f49fa,26077.4303550177
0x2a8981c7c28efa9b1942c91e9584feb44b82c954,10000003.5971532
0x2aa1b3c92b71465e6bf5d3244a6e1262aa4c4553,10000003.5971532
0x2ad47cc1786b68db484885568dae3ba8fd69ed24,10000003.5971532
0x2ad7ce7d80b0708a89e8e736df0eb3c2dc5e301b,10000003.5971532
0x2aee689a12ad2ad5afd38e32d9fbb6f757768eda,32084332.0031061
0x2b25bda4f2c765d056d7daa1583c1bbd0e4c34f8,10000003.5971532
0x2c0fbe57a5af73e31f563f0b8bc741c228cd2074,100000000
0x2c48b32ab5d2950c7315f141677c58a11cd990ea,10000003.5971532
0x2ca14a95b398fe484298c3f3d5286a6eba0d0941,10000003.5971532
0x2ccc39f5de21a76d6ee958400ffa05416d59354c,10000003.5971532
0x2cffa565827f698106bca4e7c0fd5b828fb8b4c6,10000003.5971532
0x2d2668adb99509ed92475c4b39dc2ea53f20f5ec,10000003.5971532
0x2d8fe3bd7609f723d66538d23cae65d16b7d42de,100000000
0x2da0e211f7d85f64751d857a49fa97926c52e0ce,10000003.5971532
0x2e0421f753818ff71db25d262182229b706d885d,10000003.5971532
0x2e2c74d95b49c1175c74eb90f5c804a75ee58bda,10000003.5971532
0x2ec0f4dff86471bd8ef4655f359e6229a513b5ab,10000003.5971532
0x2f73b3c638d512c343b32411b5dd66ed2f6a1458,10000003.5971532
0x2f88f65779b236f007e472449c7ecca52ad73dea,1112810805.38312
0x2faaed944cbe097a4bd5b901c0b207ade3eb73e8,100000000
0x30d396014da5767803c68597d415c0de176e4d1a,10000003.5971532
0x3120670b117855b54306c548216a4c25dc704982,100000000
0x31743efb5c12cde41eea5dbfc5835ae50ab5a09d,10000003.5971532
0x3307b3f98a45d35098755656951de69cd0553330,10000003.5971532
0x336ab09a2c4a4fef9956d8c10b5e34a265d76bbf,10000003.5971532
0x3398904bfeab28bc5740eb0b4dcc36f059823a55,10000003.5971532
0x33d14308158623a785b6e85a30e64dbb16b4ceed,10000003.5971532
0x33d1f7eda55c4dc9c74160bf36eb90762c195ded,10000003.5971532
0x33dd3205deffb4c0ae160e944f160f991b4d1c34,10000003.5971532
0x342eafedc7191d334d4655a8f5c9c6fc6c6c0d9a,10000003.5971532
0x34327f40c53ec7be3630ef53854e7b8483dee842,10000003.5971532
0x344812651a6f4b77d413f7a2f4d8cf4bb9d7a283,100000000
0x344adfc163f2f060ba924a0f36dc09581de5ac28,100000000
0x344cc3951b99b50671f5322a400ca095c4b21ea1,10000003.5971532
0x347c893154010fce61403250489940983f353baf,110031336.051663
0x347cda28e9aa3f0f7a6308c0c7360a7df095faad,10000003.5971532
0x34ce30ec112e72d73653a295992d56115e5d84f4,10000003.5971532
0x34f75d56876800501f522ac9bf8691df6de39adf,10000003.5971532
0x3503da1d2991342e1ffe43ed452d028af5716666,10000003.5971532
0x35526ff6a52f76bf22a623c3a159a0b7a1a557b1,10000003.5971532
0x35863f440340d732bf5e01eefc5297d3dd5adf3a,428728017.812049
0x35ad3b2886a84b6ed29447f50a0496caae60c7bd,10000003.5971532
0x35cb98ee11a75c84af9aa83243818ea8ff6a783b,10000003.5971532
0x363682be0b8a67a6fbb40d5dd44d35011e2cd68a,10000003.5971532
0x36aaf360722934353edd0fee6a5349e510c16f32,100000000
0x36dd0a13d25203ccae225b9097029e693c61049d,10000003.5971532
0x370ad7de76e30443edf985f95fa55dff2563cb61,10000003.5971532
0x371769fbc5c091645d9a9444107ab742b419a3cb,2145652439.91438
0x377ae0fdfbab42621b29aa0af1624e3d436fe002,10000003.5971532
0x37e09c5d319a60063fc28527f10f19d226c9fdde,10000003.5971532
0x38114a7aec6356c1a28dbc47b5562e1429da1c1d,22659276.0356339
0x381a8a10972138e54f87ceb4cc7eb2467eea0daa,10000003.5971532
0x381e89c9533a67888e515e2cc5890bb8e79b3192,10000000
0x3825a5504e57702eac932e4c179be556238a73c4,10000003.5971532
0x3847cf0a4cc6ea816899731609a1653a85db72b4,10000123.8334982
0x384f2f93517b56bdf552dd822e0456c4fa998fff,5423535.62679323
0x3898e4d0e2d2426247f554c40a269cec4675eef0,100000000
0x39422d6a1040d77d2605fa0725222763d0b01de7,1733180658.19711
0x397f81bee5d2789ef6eda72151a75631684334de,29505043.1553135
0x39b80ffb251d3ca7c6977aaeda1f0c2373d32438,18906469769.5566
0x3a1a164389f859d7d4f45a8d60b4309d47594d8f,10000003.5971532
0x3a401c2a8cbc79685d631dbd653c92eb50100895,100000000
0x3a512d8bfc1138dc8d6901b1d4b4d342ef81eb54,10000003.5971532
0x3a9369c2e1d7c11c21541629811e5fc13f2b7cca,10000000
0x3abcc945b9fd2bfc3214f495200b9ca16605fa5b,10000000
0x3b28e334b9929edb52ba8c0ce305d88bd8813dfe,100000000
0x3b3499d868a879e3e7b764cc4798646c8e6138ea,132421808.711328
0x3b42a777c7a43b9bbfc4560b70480531c7e1faf7,87750035.4165229
0x3b60d1d0c5160e171ebf3b67b30e03276c159dba,10000000
0x3be4547b4c0abc2bfd083ec875932ea390ababdf,10000000
0x3c12460e4cf8d463c88f8c2c0dbbb9784c5d2444,10000000
0x3c54d2213d4108c10b24e541420a3ba8bd4cb2f2,10000000
0x3c5f92fd46253093cc6f1bae41866f9f71449b72,10000000
0x3cb749f1ec174d47ad73dbdc03f8f883bc0f5b77,155388727.152886
0x3d7ac7af4808e1535f2e109fc9c8237ce4c12ccd,100000000
0x3d7ff3d5798caa4ac82e34f8d13b5c831c3ea54f,100000000
0x3d9c839be41e6ca73e8dd8042d65344543f371bd,10000000
0x3db0965b03495a3b93b1b9514a14acfda5c2b412,10000000
0x3e9a7032371e4c47671ee194157f6b40c83c1d9e,10000000
0x3eaa0ecb2a2838eee02fb280c98e740cc13f4c3a,10000000
0x3ed52aa3be367d22c8d79ca78c24a7779afd30d3,100000000
0x3f3e6dec962ce8a319432261f45d57eaf1dba5df,10000000
0x3f57fc686a44028b8c04b154ce141b1915716efe,10000000
0x3f5c7d73d1f595f8d7175be95f91cfa6b295cf48,10000000
0x3fb3d32aa62e88138463c8fd15365a864a07609f,100000000
0x3fda44ac52a500b8c8316096aa184321c1997823,10000000
0x4088291be441e6d1e33bc340c5ad358c49ac5917,10000000
0x40cf28ed8b2e57eada634f1b8e843a3af28f1c39,10000000
0x40faa57712b977cb9df9fc807b99b8ea6076f1c5,10000000
0x411a7f9e8b15976c956e3862047c5d98bf53dbe0,10000000
0x411f46f558aef5f1dc9f36de545f6f3f81f04b08,10000000
0x4146a01def37bf243e38ccb90c078bc2f895d31e,20002075.7619073
0x41ba88f619328380187118014059a6266188d74d,10000000
0x41cfb3b6d387a51272acb4a66e07f3834432f6e4,10000045.1815156
0x41d4a1444b457d211fa8e58e51f819d6c2a4fa82,10000000
0x41e2625d28ff3a0dfd67f6c827eb96008f4fb5c0,10000000
0x41fabb3055b01c2877a1fa6d0985ed570c46863a,10000000
0x4228873cdf2539f951b43c4ede1e01a83c13cbdf,100000000
0x424b9e156d79853cfc6e276a539b255c8d273bd6,10000000
0x42517ed067e74f1dfb222ac0c88cd2616057f897,10000000
0x426096cf0c90771e4264becc9390f1007d237006,10000000
0x42747a6e69fa7a88d800b10a149470b1c82a3a97,10000000
0x4282e29b377fd8a73f0d1ea039e4848cde740f3d,10000000
0x438ec309373e1b4b037b3d19a95b9cba98c76b55,10000000
0x43ffed8587c4497403cd25ee30099d65ed950e03,10000000
0x44d90039c67396a72a8b2bf05ca4570960aae142,100000000
0x450a53194e3454884b4c27ead50521cf1b2f86be,4035240.18934829
0x45af48d9858d60fc662f2c318969d56db3c1a155,100000000
0x45b3bd5b176c0c067db65abb70ff416ce18dff79,10000000
0x45e4d738f01214dc452e59f9731f872699625575,100000000
0x45fec7923f9053cf9f6ee1713880c2658ab71a24,100000000
0x46186bdd256b609ee22356c918a5b48ab17db9e3,10000000
0x46199066a3ab3bb2b43afa6ef66fa6232b4dfe6c,100000000
0x461b5f3d17bf5eda97023c062470c1dcc0d0f80c,10000000
0x465b834e83e08c4e5c2772a589446115073b7cd3,100000000
0x46745ca874004112c1eff27c870aa8bd3623e056,100000000
0x46e8c085c348787237499176159acc5a449fee27,10000000
0x470a8d6cb938a2cbbf32104fef43d9a70bc61a22,10000000
0x4765c308f8c5e2df4135b7e26b179fc70bd1f856,10000000
0x4771a883088cd7beae45f7d84cfbfdcf18f726c5,975000.009009362
0x47ba258d1e7aa013d4164843955c5ed919c45c5d,10000000
0x47e2334c044156897ec88cacdba281502a6ea96c,10000000
0x47ed23ca69ac92de77fbf6a2ffe8ebaf7254ea0f,10000000
0x481b93fc2b7da4351f589d01fa840eb4e5997871,10000000
0x48221a0a0f9e754bc2d127a14e0cfde3a33f6250,10000000
0x48576c009ea0119134548b939052d2b57ae05133,10000000
0x48688736cf8819f648a3e0634a1f00130d8a46be,10000000
0x48dbaa70ff8c1a831a0ef285d56c6a20dc41446f,108991622.350104
0x493080f04cc6dc40feb86591196c0ca11874604f,100000000
0x4954a6b7402cfb0ded423b5cb428138864da7ecc,10000000
0x49880a64ac230d459c98e331dfe56558160ba7f5,10000000
0x49d4c6ab4720d093e3bc94b9201c033521f56b56,100000000
0x49e18203ac422d3a0098859a90515a347666e9a7,10000000
0x4a03e42e34a123f1c15afe549bdb1df0f6317f6c,217847.595140487
0x4a3e282781760f56d57f0c8190a561903f3f0ca2,10000000
0x4a650a905aae500990a426f81fdd4d67f78cb8de,10000000
0x4aaa68dc0049d8749343f05ba27c29495539a759,10000000
0x4aab1f7fe5373b0719029b76351f0d98723a4dad,10000000
0x4af6e24964ca65dc754cb7e18ba4ef3dc4d6623c,100000000
0x4b04a105b1b7cfcd39837fb2d9b381540f1a7370,10000000
0x4b0d63135cdb97719bd80d7ec269a2e54fe5d5bf,10000000
0x4b5ce31dce36e1dab6500366a55a1f4a139dafad,10000000
0x4b6adfff0cba13b8af5efc4543f67075a8c1a13e,761313783.819555
0x4b849eb279d5a8d4533f20f6a2552136dc266c29,10000000
0x4c97abdc750430498cae35664e00e3f40ea5175e,10000000
0x4c9cda6b9470ef102c1f853303555173e54ffa53,26966240.7845913
0x4d131b277a48e3a8b83f5ecd2d19f59c07594603,10000000
0x4d4fe674e2264e49168f219d920c454b5385634b,10000000
0x4d6ed86afd3d1cf1d1007203f64efd07dcc0a724,10000000
0x4d8e49e5cfb6ad5ca6d0352acf90ee941d343aef,10000000
0x4e0c92c96d7e487612717eaef65c24bb1ebb1866,10000000
0x4e6ca782368e904012a060179e95f33e2cd7347d,10000000
0x4e810d97c1c9c01a1a503155dee13212feb114d9,10000000
0x4ec5c1e6665b28bfeaa749138e78a7af41334d17,10000000
0x4ed99490f52f286076c55a68eb4a5aca5f11e297,10000000
0x4efd58a2abbdf8ee2a275dd69dd7de6ffc0eb1b4,10000000
0x501b085f14d5441793d8b19703fb54659a4cdcbd,10000000
0x505abcc6e277ac6dfb500bf75315a3e3d2ae07cb,10000000
0x505d29b5395ac43957140baf078afd6532a11290,10000000
0x50620f89e0e93169e0d4f69f9c1280e1e7d90668,10000000
0x50abab2e07c661dd820fff9e998465f7e1b22dc7,10000000
0x50ce46bd759afe7ad96cf6b8111d8dfaf54cc32a,10376131983.4243
0x50e1745f21b3a3129ac1ffebc8bd2d5843d93ed6,10000000
0x5191d986e9b01c19352813f46e71d77a7488b758,100000000
0x51c2702700604a76bb04429b829ea46990324404,100000000
0x51d91748749911af32243d33de157b2021401600,10000000
0x523e302e8bd3abd97d18b5cc579ef15db7b0146e,10000000
0x526b4840f96a34949c1c0651a98a4fa660b0172a,10000000
0x52cf07d1c703e25ce9836dcc799670e8fb2f0130,20234452056.143
0x52eb009ca4df00c62f2181ffaa577c7ce0849d7e,10000000
0x5314ab7f0e246526a12b7996c218798be8801672,10000000
0x53866eb579e8116cfaa88f79f72756119d48bfa5,110007157.035355
0x53afe8c125f41d7ee78f6e4a38391e7ec92f9da8,10000000
0x53ce838d63763cf6272b22ebb8c56feff775d983,10000000
0x5452717f354804229915ed445f8993b8b1b1cc1b,10000000
0x54b9fb76e5b8467419ddb6057b13a6f6d6f270ed,10000000
0x54bf144127661ab8e0d4c996673534c4d143b20f,10000000
0x54c902f74ae72fe09b6166275c8a883263d0437c,10000000
0x54f57bef1be2666c654aa2dd8e74f78d2b128f9b,100000000
0x55132471331f8332a4ab4ab6c9512d9e92708573,100000000
0x55554bcbbcf8557313d497854442d2f7dcd6e9cd,10000000
0x557b462894ead614db9edf9016d3b4dcb4e1d9c5,10000000
0x557e972defc498a6b092372f9d32f7a920fa4fe2,100011251.142374
0x55abdcab172aab430d9112b356ccb6be952359d0,10000000
0x55f9ed4581eaf01600ab280b79d8f6c0b62f52df,10000000
0x566ec10c041ee4c49125193bcbe2714c767ff0a6,100000000
0x5673f4024937eabfcfc171f37195348d62611cf8,10000000
0x56a2cec0f87a40700f3125ee0398a37f12b83c16,10000000
0x56a3abe8b7a4525d0f6530a5be261c41852e69d6,97500043.7202614
0x56e367c13a979b1cbf7769bcfda247a65cfa487f,10000000
0x56f65be412423a8c89170ee4b17fd15af462a3e5,100000000
0x570bc761a021e2fe65cc2cca668b7613c949b966,10000000
0x573ee5bda922f38a6b234a10ce1ab07df84d2d83,10000000
0x57749d11bb6aeba08d9412f4e6d6d52b3effd8e3,10000000
0x577704b66a0554ce944e9185b7b851fee4aadf4a,10000000
0x5777d3bb73898788f87b708efbb1bfd1abd3ff89,100000000
0x577805f155b3cdacac567d9deac62cea7ba7f704,100000000
0x57b69c5d79e7e6d09a714933c80e9744bd932b09,38.6827043582923
0x57e60614b2ce1e6a3d218bfe9c855b6faa867153,10000000
0x57eafccbf9736e4bed87ce94ef82db7264003c16,1.80935723741398
0x580c6baf349b6105334c8659aaf0c3547a2bf7d9,100000000
0x581f900fb75d4c37416f1d3ad86b815b4d07a884,10000000
