"HolderAddress","Balance","PendingBalanceUpdate"
"0x806f3fdaab65921e4d29433ee1a997b95e16668a","6839473891.29775","No"
"0x80badd59c16cc52f4d4e762e4c8ba6dd51b35021","678735638.133939","No"
"0x80cd0acf9281909ea47d6812d2a8924956db1c64","1983357239.55552","No"
"0x8888888888888888888888888888888888888888","5432000000000","No"
"0x8bfff78edbfa534fe52dd87d945dac9a671957ae","3972094642.84832","No"
"0x8e10af2093b9cf545094b2c1536536de8956d95c","95414250.1661771","No"
"0x8ecc949e00e80189f5a5fc5aa63550d4871a7ee4","1365455707.67698","No"
"0x8fa3916341fdff972a299941321597edcd9c8410","897005713.211126","No"
"0x8fc4d467fec5496ba17a9d1670ec2cd73b001314","1393548997.23919","No"
"0x90bb6ad3a7f9b1b6913758b02504ae519440d0ed","4145.60697316236","No"
"0x90d0e4d8301375dfaa7ee55c9a69c6c359d2b0f0","13662118860.7546","No"
"0x963feb39de2302ca1b614c472db7c49d3a9cecab","19848125547.5607","No"
"0x9845480c2cb9a1ae7867512a409ced10bc029fa5","88242682050.5922","No"
"0x98caf77bbaad13b645f76696333bb89c68d401c1","1365623853.08507","No"
"0x9b05d6b763105ade2430e93410ca35646c0799a0","1606.58421024825","No"
"0x9d36fd63c01df2245fc5bb5cfea823dc202b6fc8","750678.744526675","No"
"0x9d8dfdd1ef424af9bf230481781081e4eb664baf","249935216.375591","No"
"0x9ec2c2e84cada622feab17ea85c40cfb0bdfabf7","139049686589.133","No"
"0xa1ca3aca30c361b2d62a0b2da03f8042e6ac7d29","258464725.80378","No"
"0xa1ff6b3566445d9d510b7d119ec2f2ed3f0923c2","13655818244.9036","No"
"0xa42fd90551d62939172999afec34091cf0372f71","7944858030.08474","No"
"0xa4dc9ed5e327e20f72a6bde495455e2caaa0d4f9","1218753.89880694","No"
"0xa74018b76bcdb6befdf06da18572c391a26c5bab","15044238164.1686","No"
"0xabc80f9db6118867b69787920fb7e6505a911c22","6841668453.71579","No"
"0xb2ff99d529fc13a85b34e2ef1ab9f682664cde9c","72257305.5847919","No"
"0xb3025cef24d744372c2357d6420369c8b5f629c1","250206520.253365","No"
"0xb4583d904efb0e9258ba36fadc80f9101edcb842","5958873301.7018","No"
"0xb9dc022db3a9873b49baec9bead649fc45fe9fab","9490.18201434184","No"
"0xbcf96b97fc8ec01cfab11d60dfa09aca702aca20","19853012853.578","No"
"0xbe6b32524583868be5cc8e4676a2645f97a08e81","17445654.7502666","No"
"0xc2e1224a80cb239bf179cfed0fb118e15fc99bea","19860333892.025","No"
"0xc32d109e89f62741be904254ed777ee0a83e191a","1602.39132362956","No"
"0xc39183f6d656988af09eed3a835f8e99bea8c40f","13666545667.014","No"
"0xc5f145b4f372c1e12844dca9c5b560e8476463e2","2197888067.4683","No"
"0xcb018a7ad333ae1b4737db23257a59b07ed12823","373901131.106786","No"
"0xce99e3e140dac73036dc6a845a593bde03973c12","19852314987.8136","No"
"0xcef0cb1455539ace26e5d35065cb95d2b0bb30ba","9928529171.39511","No"
"0xd152f549545093347a162dce210e7293f1452150","1445637922.28899","No"
"0xd491f3bd11fff1c2c17a110a914cb428ae52ba02","998050502.692068","No"
"0xd7f52f9a6bc740fc6b235f89d31998eebca9ca20","10955850915.3762","No"
"0xd9453ae034bc06101d77b219d87c3c2ef59bb815","1983371253.66494","No"
"0xdac0013c2bd2fdbd03123c4319b7fa846a6f6453","16424765837.683","No"
"0xe19941944d62d9ca6304eccc7fb7997db046e329","15055116871.8803","No"
"0xe27bca5fedf470ba364f64a076ec2adf8ff269a4","64379719283.8233","No"
"0xe3320b3e9c3a2df2bb1512a1ad21f744c1cd8ba1","97500107.8521101","No"
"0xe571094ea42fc4c8844579f382ad4f938e429e5d","19855105810.0164","No"
"0xe591ed297d920db62a722f698a40007bc0781c1f","19853710612.5079","No"
"0xe7addf19e0f30bc32d199eec037d397f4b68521d","0.845337179925543","No"
"0xe84bada1032c8095480be121d80fccd46b75ff0f","113911254.922185","No"
"0xe8fe4a8493deff37155f51a3f29aaebcb1398962","23151687707.2135","No"
"0xe99a5744d358186adcdec198b1e1ef5e5cc35c9c","13664986273.2362","No"
"0xeae1bcd96e63ea0c00b078327b7a5a570c072c9d","13678599285.3983","No"
"0xeafd738c06c9ca5f1c443f45033a59d34737af2d","28415916270.3588","No"
"0xecbc379d48820f9db52e95a43cb2e54d43e9410c","13679998980.6721","No"
"0xecf633af1b68dd1666d6079bab38c525953f6cc3","1367783245.69375","No"
"0xeddbadf76494fc72bcc73ed0620bfcc7d69d4250","166519.519082603","No"
"0xf1fc08f416bb69587a5e2671f43f94e31a78bddb","6839648126.57942","No"
"0xf215814efc317aa6f31fb1e4aa765a9784d6634c","24175163273.894","No"
"0xf4fd263bde5c0eaf9b1e2b3a7cf5c40730c030a6","13675112668.4054","No"
"0xf5531b75f9af3c6d77539ff68fdf80cb026e99de","13658790000.3487","No"
"0xf5914526aead1440140db9481666881210e8137f","84262.2703788672","No"
"0xf80a1fd9f3bf2e26ba263e88b66be307ec91c964","35165948.6435572","No"
"0xfa26f60ce9c98105570b9227cbe56b1281496517","1365274480.87348","No"
"0xfac8fae02367be9def90e2c2a9ebbc99083d6d2c","188552182.658441","No"
"0xfb5ce93696ed80cd69a4237e7d78fca61f5db47d","590088261204.429","No"
"0xfd80f9d472807aa67646143d02991b5484c7c7bf","1365434686.99827","No"
